Date,Cell,Wave_No,Linescan,Condition,Inc_time_min,Animal,Animal_No,filename,Cyto_tau,Cyto_T50,Cyto_DFF0,Cyto_Wave_Speed,Freq_waves_Hz,Cyto_Notes,Blank_SR_col,SR_tau,SR_T50,SR_DFF0,SR_Baseline,SR_Notes,Experiment,For_Analysis,Treatment
2020-01-29,A,W2,LS2,Control,0,CPVT-WT,7690,20200129 P6 CS1 Cell A0002.oib,103.421,43.54,2.22,90.8599,0.15,NA,NA,NA,NA,NA,NA,NA,P6 CS1,TRUE,cAMP
2020-01-29,A,W1,LS4,cAMP,3,CPVT-WT,7690,20200129 P6 CS1 Cell A0004.oib,88.531,40.597,2.024,98.7218,0.15,NA,NA,NA,NA,NA,NA,NA,P6 CS1,TRUE,cAMP
2020-01-29,A,W2,LS4,cAMP,3,CPVT-WT,7690,20200129 P6 CS1 Cell A0004.oib,96.143,41.357,2.04,100.5057,0.15,NA,NA,NA,NA,NA,NA,NA,P6 CS1,TRUE,cAMP
2020-01-29,A,W1,LS5,cAMP,3,CPVT-WT,7690,20200129 P6 CS1 Cell A0005.oib,92.969,40.4,1.801,76.8333,0.2,NA,NA,NA,NA,NA,NA,NA,P6 CS1,TRUE,cAMP
2020-01-29,A,W1,LS6,cAMP,5,CPVT-WT,7690,20200129 P6 CS1 Cell A0006.oib,69.37,31.756,2.734,107.4674,0.45,NA,NA,NA,NA,NA,NA,NA,P6 CS1,TRUE,cAMP
2020-01-29,A,W2,LS6,cAMP,5,CPVT-WT,7690,20200129 P6 CS1 Cell A0006.oib,79.672,35.65,2.295,113.468,0.45,NA,NA,NA,NA,NA,NA,NA,P6 CS1,TRUE,cAMP
2020-01-29,A,W1,LS7,cAMP,5,CPVT-WT,7690,20200129 P6 CS1 Cell A0007.oib,75.112,31.856,2.355,148.1858,0.5,NA,NA,NA,NA,NA,NA,NA,P6 CS1,TRUE,cAMP
2020-01-29,A,W2,LS7,cAMP,5,CPVT-WT,7690,20200129 P6 CS1 Cell A0007.oib,72.89,31.394,2.441,92.7047,0.5,NA,NA,NA,NA,NA,NA,NA,P6 CS1,TRUE,cAMP
2020-01-29,A,W1,LS8,cAMP,7,CPVT-WT,7690,20200129 P6 CS1 Cell A0008.oib,72.436,32.184,2.402,115.9,0.3,NA,NA,NA,NA,NA,NA,NA,P6 CS1,TRUE,cAMP
2020-01-29,A,W2,LS8,cAMP,7,CPVT-WT,7690,20200129 P6 CS1 Cell A0008.oib,63.551,29.875,1.961,80.6594,0.3,NA,NA,NA,NA,NA,NA,NA,P6 CS1,TRUE,cAMP
2020-01-29,A,W1,LS9,cAMP,7,CPVT-WT,7690,20200129 P6 CS1 Cell A0009.oib,61.222,29.024,2.156,124.8577,0.45,NA,NA,NA,NA,NA,NA,NA,P6 CS1,TRUE,cAMP
2020-01-29,A,W2,LS9,cAMP,7,CPVT-WT,7690,20200129 P6 CS1 Cell A0009.oib,65.082,29.88,2.268,105.3484,0.45,NA,NA,NA,NA,NA,NA,NA,P6 CS1,TRUE,cAMP
2020-01-29,A,W1,LS1,Control,0,CPVT-WT,7690,20200129 P5 CS1 Cell A0001.oib,126.508,53.783,2.819,130.1472,0.1,NA,NA,NA,NA,NA,NA,NA,P5 CS1,TRUE,Fab
2020-01-29,A,W2,LS1,Control,0,CPVT-WT,7690,20200129 P5 CS1 Cell A0001.oib,111.765,50.559,2.792,132.0101,0.1,NA,NA,NA,NA,NA,NA,NA,P5 CS1,TRUE,Fab
2020-01-29,A,W1,LS2,Control,0,CPVT-WT,7690,20200129 P5 CS1 Cell A0002.oib,118.645,52.061,2.97,122.0562,0.2,NA,NA,NA,NA,NA,NA,NA,P5 CS1,TRUE,Fab
2020-01-29,A,W2,LS2,Control,0,CPVT-WT,7690,20200129 P5 CS1 Cell A0002.oib,112.51,51.776,2.99,130.6197,0.2,NA,NA,NA,NA,NA,NA,NA,P5 CS1,TRUE,Fab
2020-01-29,A,W1,LS4,Fab,3,CPVT-WT,7690,20200129 P5 CS1 Cell A0004.oib,66.064,33.602,1.232,174.0832,2.3,NA,NA,NA,NA,NA,NA,NA,P5 CS1,TRUE,Fab
2020-01-29,A,W2,LS4,Fab,3,CPVT-WT,7690,20200129 P5 CS1 Cell A0004.oib,62.613,31.852,1.211,129.4228,2.3,NA,NA,NA,NA,NA,NA,NA,P5 CS1,TRUE,Fab
2020-01-29,A,W3,LS4,Fab,3,CPVT-WT,7690,20200129 P5 CS1 Cell A0004.oib,63.204,31.386,1.315,154.9948,2.3,NA,NA,NA,NA,NA,NA,NA,P5 CS1,TRUE,Fab
2020-01-29,A,W1,LS5,Fab,5,CPVT-WT,7690,20200129 P5 CS1 Cell A0005.oib,66.03,34.362,1.489,151.1525,1.8,NA,NA,NA,NA,NA,NA,NA,P5 CS1,TRUE,Fab
2020-01-29,A,W2,LS5,Fab,5,CPVT-WT,7690,20200129 P5 CS1 Cell A0005.oib,70.084,34.265,1.687,149.7366,1.8,NA,NA,NA,NA,NA,NA,NA,P5 CS1,TRUE,Fab
2020-01-29,A,W3,LS5,Fab,5,CPVT-WT,7690,20200129 P5 CS1 Cell A0005.oib,69.653,34.794,1.765,154.1831,1.8,NA,NA,NA,NA,NA,NA,NA,P5 CS1,TRUE,Fab
2020-01-29,A,W1,LS6,Fab,7,CPVT-WT,7690,20200129 P5 CS1 Cell A0006.oib,69.904,34.849,1.929,122.3633,1.35,NA,NA,NA,NA,NA,NA,NA,P5 CS1,TRUE,Fab
2020-01-29,A,W2,LS6,Fab,7,CPVT-WT,7690,20200129 P5 CS1 Cell A0006.oib,72.997,35.394,2.034,141.6795,1.35,NA,NA,NA,NA,NA,NA,NA,P5 CS1,TRUE,Fab
2020-01-29,A,W3,LS6,Fab,7,CPVT-WT,7690,20200129 P5 CS1 Cell A0006.oib,68.31,33.42,2.023,124.2468,1.35,NA,NA,NA,NA,NA,NA,NA,P5 CS1,TRUE,Fab
2020-01-29,A,W1,LS1,Control,0,CPVT-WT,7690,20200129 P4 CS3 Cell A0001.oib,122.04,66.631,2.733,113.4148,0.05,NA,NA,NA,NA,NA,NA,NA,P4 CS3,TRUE,Fab
2020-01-29,A,W1,LS2,Control,0,CPVT-WT,7690,20200129 P4 CS3 Cell A0002.oib,131.311,68.778,3.049,113.87,0.1,NA,NA,NA,NA,NA,NA,NA,P4 CS3,TRUE,Fab
2020-01-29,A,W1,LS4,Fab,3,CPVT-WT,7690,20200129 P4 CS3 Cell A0004.oib,92.952,50.239,1.398,150.6465,1.55,NA,NA,NA,NA,NA,NA,NA,P4 CS3,TRUE,Fab
2020-01-29,A,W2,LS4,Fab,3,CPVT-WT,7690,20200129 P4 CS3 Cell A0004.oib,95.65,53.498,1.608,121.2005,1.55,NA,NA,NA,NA,NA,NA,NA,P4 CS3,TRUE,Fab
2020-01-29,A,W3,LS4,Fab,3,CPVT-WT,7690,20200129 P4 CS3 Cell A0004.oib,92.076,48.116,1.458,143.2722,1.55,NA,NA,NA,NA,NA,NA,NA,P4 CS3,TRUE,Fab
2020-01-29,A,W1,LS5,Fab,5,CPVT-WT,7690,20200129 P4 CS3 Cell A0005.oib,95.661,51.471,1.76,116.4012,1.35,NA,NA,NA,NA,NA,NA,NA,P4 CS3,TRUE,Fab
2020-01-29,A,W2,LS5,Fab,5,CPVT-WT,7690,20200129 P4 CS3 Cell A0005.oib,97.573,54.896,1.587,129.7291,1.35,NA,NA,NA,NA,NA,NA,NA,P4 CS3,TRUE,Fab
2020-01-29,A,W3,LS5,Fab,5,CPVT-WT,7690,20200129 P4 CS3 Cell A0005.oib,110.478,56.295,1.755,139.0262,1.35,NA,NA,NA,NA,NA,NA,NA,P4 CS3,TRUE,Fab
2020-01-29,A,W1,LS7,Fab,7,CPVT-WT,7690,20200129 P4 CS3 Cell A0006.oib,101.473,54.851,2.136,125.3503,0.95,NA,NA,NA,NA,NA,NA,NA,P4 CS3,TRUE,Fab
2020-01-29,A,W2,LS7,Fab,7,CPVT-WT,7690,20200129 P4 CS3 Cell A0006.oib,102.844,51.164,2.167,122.9907,0.95,NA,NA,NA,NA,NA,NA,NA,P4 CS3,TRUE,Fab
2020-01-29,A,W3,LS7,Fab,7,CPVT-WT,7690,20200129 P4 CS3 Cell A0006.oib,95.025,51.03,2.023,107.3706,0.95,NA,NA,NA,NA,NA,NA,NA,P4 CS3,TRUE,Fab
2020-01-29,A,W1,LS1,Control,0,CPVT-WT,7690,20200129 P2 CS2 Cell A0001.oib,169.941,94.704,4.373,127.1634,0.1,NA,NA,NA,NA,NA,NA,NA,P2 CS2,TRUE,cAMP
2020-01-29,A,W1,LS2,Control,0,CPVT-WT,7690,20200129 P2 CS2 Cell A0002.oib,136.054,73.167,3.377,119.4693,0.1,NA,NA,NA,NA,NA,NA,NA,P2 CS2,TRUE,cAMP
2020-01-29,A,W1,LS4,cAMP,3,CPVT-WT,7690,20200129 P2 CS2 Cell A0004.oib,79.058,44.844,3.71,136.1687,0.2,NA,NA,NA,NA,NA,NA,NA,P2 CS2,TRUE,cAMP
2020-01-29,A,W2,LS4,cAMP,3,CPVT-WT,7690,20200129 P2 CS2 Cell A0004.oib,93.664,52.717,4.35,160.7544,0.2,NA,NA,NA,NA,NA,NA,NA,P2 CS2,TRUE,cAMP
2020-01-29,A,W1,LS5,cAMP,3,CPVT-WT,7690,20200129 P2 CS2 Cell A0005.oib,91.831,49.979,4.131,134.8685,0.2,NA,NA,NA,NA,NA,NA,NA,P2 CS2,TRUE,cAMP
2020-01-29,A,W2,LS5,cAMP,3,CPVT-WT,7690,20200129 P2 CS2 Cell A0005.oib,79.518,41.28,4.148,131.593,0.2,NA,NA,NA,NA,NA,NA,NA,P2 CS2,TRUE,cAMP
2020-01-29,A,W1,LS6,cAMP,5,CPVT-WT,7690,20200129 P2 CS2 Cell A0006.oib,100.999,56.136,4.155,155.1668,0.2,NA,NA,NA,NA,NA,NA,NA,P2 CS2,TRUE,cAMP
2020-01-29,A,W2,LS6,cAMP,5,CPVT-WT,7690,20200129 P2 CS2 Cell A0006.oib,101.189,54.927,4.465,145.4029,0.2,NA,NA,NA,NA,NA,NA,NA,P2 CS2,TRUE,cAMP
2020-01-29,A,W1,LS7,cAMP,5,CPVT-WT,7690,20200129 P2 CS2 Cell A0007.oib,97.169,56.059,3.905,144.3611,0.2,NA,NA,NA,NA,NA,NA,NA,P2 CS2,TRUE,cAMP
2020-01-29,A,W1,LS8,cAMP,7,CPVT-WT,7690,20200129 P2 CS2 Cell A0008.oib,103.886,55.871,4.231,162.1776,0.225,NA,NA,NA,NA,NA,NA,NA,P2 CS2,TRUE,cAMP
